Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonium_mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
01/01/2005,0.000333948826219485,0.1,24.8051371179797,118.719246924915,252.59041410873,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
02/01/2005,0.000165097419840498,0.1,24.8764918925008,118.719246924915,251.344251726306,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
03/01/2005,8.72208356977612e-05,0.1,24.9458110794992,118.719246924915,250.106942079986,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
04/01/2005,4.87255825657528e-05,0.1,25.0130741590243,118.719246924915,248.878851439682,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
05/01/2005,2.85691391735849e-05,0.1,25.0782612197774,118.719246924915,247.660343346284,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
06/01/2005,1.74593978542813e-05,0.1,25.1413529650052,118.719246924915,246.451778504046,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
07/01/2005,1.10612526352739e-05,0.1,25.2023307182122,118.719246924915,245.253514673805,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
08/01/2005,7.23232076497091e-06,0.1,25.2611764286895,118.719246924915,244.065906567085,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
09/01/2005,4.86212132696158e-06,0.1,25.317872676858,118.719246924915,242.889305741087,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
10/01/2005,3.35028910828907e-06,0.1,25.3724026794253,118.719246924915,241.724060494622,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
11/01/2005,2.35987321280757e-06,0.1,25.4247502943533,118.719246924915,240.570515765012,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
12/01/2005,1.69533627965549e-06,0.1,25.4749000256372,118.719246924915,239.429013025974,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
13/01/2005,1.23974933281614e-06,0.1,25.5228370278924,118.719246924915,238.299890186543,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
14/01/2005,9.41533132650077e-07,0.1,25.5685471107489,118.719246924915,237.18348149104,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
15/01/2005,7.04430967296872e-07,0.1,25.6120167430522,118.719246924915,236.08011742013,220.420457600568,8.09032356316889,32.3612942526756,2.43509449412598,0,400,25,21.5741961684504,72.81291206852,1.02530294489515,2.94774596657356,0.01375,0.011,0.01375,0.01375,0,2965.84302760629,0,2969.59513712149
