Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonium_mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
01/01/2005,8.96869580936087e-05,0.1,26.3051371179797,28.3467596293082,236.96541410873,158.518741608945,2.34495411012167,9.37981644048669,0.477855700254832,0,508.333333333333,133.333333333333,6.25321096032446,21.1045869910951,0.201202400107298,0.578456900308481,0.01375,0.011,0.01375,0.01375,0,101.15430727307,0,130.990499066017
02/01/2005,5.68384269886104e-05,0.1,26.3764918925008,28.3317870719642,235.719251726306,158.495365722707,2.34481772179268,9.37927088717073,0.477888100478777,0,508.333333333333,133.333333333333,6.25284725811382,21.1033594961341,0.201216042306854,0.578496121632205,0.01375,0.011,0.01375,0.01375,0,101.716015378586,0,131.734716522407
03/01/2005,3.7066967192265e-05,0.1,26.4458110794992,28.3193870602365,234.481942079986,158.476006220062,2.34470476734942,9.37881906939768,0.477914933781043,0,508.333333333333,133.333333333333,6.25254604626512,21.1023429061448,0.201227340539387,0.578528604050737,0.01375,0.011,0.01375,0.01375,0,102.181212267532,0,132.35106448323
04/01/2005,2.48099450384768e-05,0.1,26.5130741590243,28.3089605676682,233.253851439682,158.459727871712,2.34460979012769,9.37843916051078,0.477937496439273,0,508.333333333333,133.333333333333,6.25229277367385,21.1014881111493,0.20123684060601,0.578555916742278,0.01375,0.011,0.01375,0.01375,0,102.572370922205,0,132.869317818311
05/01/2005,8.43755204776555e-05,0.1,26.5782612197774,58.7159972599198,232.035343346284,201.330223818852,6.18084389495865,24.7233755798346,1.88742370979417,0,508.333333333333,133.333333333333,16.4822503865564,55.6275950546279,0.794704719913337,2.28477606975084,0.01375,0.011,0.01375,0.01375,0,2962.05844724053,0,3393.86752960088
06/01/2005,0.00267181040932467,0.1,26.6413529650052,35.6627408068738,230.826778504046,194.916305705003,2.82974031062726,11.3189612425091,0.597973428023732,0,508.333333333333,133.333333333333,7.5459741616727,25.4676627956454,0.251778285483677,0.723862570765571,0.01375,0.011,0.01375,0.01375,0,151.347764413768,0,190.417415254029
07/01/2005,0.00148752772242972,0.1,26.7023307182122,35.5040131636253,229.628514673805,194.92991020917,2.82690185048461,11.3076074019384,0.597450094386223,0,508.333333333333,133.333333333333,7.53840493462563,25.4421166543615,0.25155793447841,0.723229061625428,0.01375,0.011,0.01375,0.01375,0,154.145509488405,0,194.956740233409
08/01/2005,0.000816493087359397,0.1,26.7611764286895,35.4123341256828,228.440906567085,194.937767995174,2.82526239254401,11.301049570176,0.597147823632195,0,508.333333333333,133.333333333333,7.53403304678402,25.4273615328961,0.251430662581977,0.722863154923183,0.01375,0.011,0.01375,0.01375,0,155.761450931254,0,197.578595749567
09/01/2005,0.000456523090127793,0.1,26.817872676858,35.3518392008655,227.264305741087,194.942952999121,2.82418058707262,11.2967223482905,0.596948368588274,0,508.333333333333,133.333333333333,7.53114823219365,25.4176252836536,0.251346681510852,0.7226217093437,0.01375,0.011,0.01375,0.01375,0,156.827738910363,0,199.308641743629
10/01/2005,0.000262881071232659,0.1,26.8724026794253,35.3086126412363,226.099060494622,194.946657936072,2.82340758456278,11.2936303382511,0.596805848279746,0,508.333333333333,133.333333333333,7.52908689216742,25.410668261065,0.251286672959893,0.722449184759692,0.01375,0.011,0.01375,0.01375,0,157.589653418895,0,200.544843566334
11/01/2005,0.00015635029813437,0.1,26.9247502943533,35.2760691270224,224.945515765012,194.949447232036,2.82282562249173,11.2913024899669,0.596698550550614,0,508.333333333333,133.333333333333,7.52753499331128,25.4054306024256,0.25124149496868,0.722319298034954,0.01375,0.011,0.01375,0.01375,0,158.163267785869,0,201.475529513435
12/01/2005,9.60087556847329e-05,0.1,26.9749000256372,35.2506328502714,223.804013025974,194.951627368564,2.82237075617949,11.289483024718,0.596614685768373,0,508.333333333333,133.333333333333,7.52632201647864,25.4013368056154,0.25120618348142,0.722217777509083,0.01375,0.011,0.01375,0.01375,0,158.611609464361,0,202.202961257994
13/01/2005,6.07742203790411e-05,0.1,27.0228370278924,35.2301962573464,222.674890186543,194.953378983519,2.82200529712471,11.2880211884988,0.59654730521452,0,508.333333333333,133.333333333333,7.52534745899923,25.3980476741224,0.251177812721903,0.722136211575472,0.01375,0.011,0.01375,0.01375,0,158.97182634926,0,202.787411041657
14/01/2005,3.95637290072368e-05,0.1,27.0685471107489,35.2134217482903,221.55848149104,194.954816722237,2.82170532558608,11.2868213023443,0.596491998749546,0,508.333333333333,133.333333333333,7.52454753489621,25.3953479302747,0.251154525789282,0.722069261644187,0.01375,0.011,0.01375,0.01375,0,159.267495075456,0,203.267131816294
15/01/2005,2.64260355647201e-05,0.1,27.1120167430522,35.1994158178168,220.45511742013,194.95601716682,2.82145486338179,11.2858194535272,0.596445820438123,0,508.333333333333,133.333333333333,7.52387963568477,25.3930937704361,0.251135082289736,0.722013361582991,0.01375,0.011,0.01375,0.01375,0,159.514364632616,0,203.6676762253
16/01/2005,1.80695434164983e-05,0.1,27.1532330568687,35.187556524669,219.365124592991,194.957033623687,2.82124278859613,11.2849711543845,0.596406719706238,0,508.333333333333,133.333333333333,7.52331410292301,25.3911850973652,0.251118618823679,0.721966029118078,0.01375,0.011,0.01375,0.01375,0,159.723397402926,0,204.00683066949
17/01/2005,0.00102900853930688,0.1,27.1921838512949,38.969707941057,218.28882567063,177.843977471333,3.46112490923598,13.8444996369439,0.871144400489136,0,508.333333333333,133.333333333333,9.22966642462929,31.1501241831239,0.366797642311215,1.05454322164474,0.01375,0.011,0.01375,0.01375,0,825.233610154672,0,947.728384370622
18/01/2005,0.00933006554635694,0.1,27.2288575960691,34.3942193063134,217.226539260369,188.976351559885,2.70717200891034,10.8286880356414,0.560654924132448,0,508.333333333333,133.333333333333,7.21912535709424,24.3645480801931,0.236065231213662,0.67868753973928,0.01375,0.011,0.01375,0.01375,0,97.9154391014349,0,127.133952827744
19/01/2005,0.00441358564185426,0.1,27.2632434349846,34.2747931223809,216.178579821526,188.965773337664,2.70359977501799,10.814399100072,0.559673472190564,0,508.333333333333,133.333333333333,7.20959940004797,24.3323979751619,0.235651988290764,0.677499466335946,0.01375,0.011,0.01375,0.01375,0,98.5152535700201,0,128.71298172712
20/01/2005,0.00213024308035952,0.1,27.2953311891033,34.2040665140165,215.145257572335,188.959508699913,2.70148422565377,10.8059369026151,0.559092236444463,0,508.333333333333,133.333333333333,7.20395793507671,24.3133580308839,0.2354072574503,0.676795865169614,0.01375,0.011,0.01375,0.01375,0,98.8704758639422,0,129.648114667692
