Date,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonium_mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
01/01/2005,0.366243551157407,0.1,24.4544949782322,2.309314783,145.753988903991,176.621982107143,19.2460338857143,76.9841355428572,0.560207412258065,0,825,108.333333333333,51.3227570285714,173.214304971429,0.23587680516129,0.67814581483871,0.01375,0.011,0.01375,0.01375,0,0,0,0
02/01/2005,0.354718996527778,0.1,24.5169304059382,2.477927469,145.072341602511,175.480262964286,20.2807588371429,81.1230353485714,0.539291587096774,0,825,108.333333333333,54.0820235657143,182.526829534286,0.227070141935484,0.652826658064516,0.01375,0.011,0.01375,0.01375,0,0,0,0
03/01/2005,0.356608084027778,0.1,24.5775846945618,2.568714243,144.405103920882,175.461040285714,20.9218721571429,83.6874886285714,0.52544348,0,825,108.333333333333,55.7916590857143,188.296849414286,0.22123936,0.63606316,0.01375,0.011,0.01375,0.01375,0,0,0,0
04/01/2005,0.374394947685185,0.1,24.6364398891463,2.896971808,143.752473375615,179.813842142857,21.0107010642857,84.0428042571429,0.561920084516129,0,825,108.333333333333,56.0285361714286,189.096309578571,0.236597930322581,0.680219049677419,0.01375,0.011,0.01375,0.01375,0,0,0,0
05/01/2005,2.31881732291667,0.1,24.6934785673052,17.32341739,143.114643159203,380.207296071429,10.0947767657143,40.3791070628571,2.70598091935484,0,825,108.333333333333,26.9194047085714,90.8529908914286,1.13936038709677,3.27566111290323,0.01375,0.011,0.01375,0.01375,0,0,0,0
06/01/2005,1.81202622106481,0.1,24.7486838443795,16.80268955,142.491802082923,371.943641428571,10.1512480371429,40.6049921485714,2.67672883806452,0,825,108.333333333333,27.0699947657143,91.3612323342857,1.12704372129032,3.24025069870968,0.01375,0.011,0.01375,0.01375,0,0,0,0
07/01/2005,1.02888868622685,0.1,24.8020393784357,14.40859012,141.884134520951,334.067117392857,11.9377141414286,47.7508565657143,2.32580079935484,0,825,108.333333333333,31.8339043771429,107.439427272857,0.979284547096774,2.81544307290323,0.01375,0.011,0.01375,0.01375,0,0,0,0
08/01/2005,0.621382444212963,0.1,24.8535293751033,10.56062715,141.291820355781,277.147975178571,15.1057600971429,60.4230403885714,1.72808169935484,0,825,108.333333333333,40.2820269257143,135.951840874286,0.727613347096774,2.09188837290323,0.01375,0.011,0.01375,0.01375,0,0,0,0
09/01/2005,0.446148922800926,0.1,24.9031385922508,6.846067654,140.715034924975,226.099613964286,18.2072055771429,72.8288223085714,1.15155133806452,0,825,108.333333333333,48.5525482057143,163.864850194286,0.484863721290323,1.39398319870968,0.01375,0.011,0.01375,0.01375,0,0,0,0
10/01/2005,0.381114138194444,0.1,24.9508523444971,4.415517995,140.153948969261,195.990142964286,20.2555866385714,81.0223465542857,0.782170732258064,0,825,108.333333333333,54.0148977028571,182.300279747143,0.32933504516129,0.94683825483871,0.01375,0.011,0.01375,0.01375,0,0,0,0
