Date,Q_m3s,TN_mgperL,TP_mgperL,Ecoli_cfuper100mL,Enterococci_cfuper100mL
01/01/2005,2.84782032691228,2.52832283823832,0.122328253076834,1226.98783885465,1302.71673420117
02/01/2005,2.49595307564111,2.73064898036528,0.115414883118461,1024.04794550286,1090.99941969277
03/01/2005,2.19459637522859,2.92016095919436,0.107594016965634,837.760149101649,897.002765925301
04/01/2005,1.99449688845896,3.2044636138926,0.104971078689709,659.852872718768,717.434954363586
05/01/2005,3.75850511861148,2.78231223947529,0.161919137226607,1538.79271461019,1637.35331971846
06/01/2005,5.32538454381554,2.51850307117031,0.186992898945282,1958.75799123605,2079.8638574402
07/01/2005,5.51614376500513,2.52571963899247,0.196279703104104,2059.71404939939,2191.63497147692
08/01/2005,4.32375096474679,2.58427455088785,0.190367144843524,1935.78032265086,2081.90199591354
09/01/2005,3.2149621831161,2.69531482026855,0.177185043347366,1693.70248543012,1847.64788222941
10/01/2005,2.46841203910002,2.83467957479068,0.160223382522674,1386.25748553359,1535.6113498029
11/01/2005,2.02725835594385,3.0116965406013,0.144090391770159,1061.87933655705,1197.10835285538
12/01/2005,1.75273426233153,3.08769955318,0.125548296557893,775.537159728938,889.216901380583
13/01/2005,1.59673769175732,3.14803757991814,0.110316585602586,544.181593321624,636.406397654816
14/01/2005,1.51024743214038,3.19188492533569,0.098803432752043,372.751530802991,446.821187465713
15/01/2005,1.49097074883214,3.33303401495571,0.0950003214682603,249.933423401953,311.205886095293
16/01/2005,1.50391514510975,3.3528635608962,0.0922538928944714,207.743584900072,260.537538041765
17/01/2005,3.53351968397957,2.61484683361367,0.160292718006147,1563.18219754243,1673.05368560969
18/01/2005,6.39369798108309,2.25743994653068,0.184949978661421,2125.80657778136,2245.28235141571
19/01/2005,7.78313250324884,2.23598098080566,0.191168660993846,2287.62095407701,2412.22585538889
20/01/2005,7.06465683312282,2.23534206144686,0.189116653300021,2286.59429694063,2410.82039400811
21/01/2005,8.21464195114657,2.19837332046457,0.199091198832481,2368.73474094618,2500.82630567697
22/01/2005,9.32792727052566,2.1519629045597,0.20615713076466,2441.61386811716,2581.04573107693
23/01/2005,30.9265714662075,2.01396725770815,0.23314122954706,2773.29415763066,2875.04971148524
24/01/2005,47.8788144654993,1.95890278659743,0.232473826108263,2796.83295853216,2895.57347271754
25/01/2005,61.1711978444621,1.83571190204561,0.210572077497902,2561.92755453176,2675.53568383153
26/01/2005,69.6438417778343,1.63218922822625,0.180290278222172,2184.41747399827,2296.39380522641
27/01/2005,65.793691487114,1.48158637471918,0.157823907864674,1912.53460119798,2019.34903122471
28/01/2005,52.3937216130831,1.38868858551253,0.141629360358271,1720.68647414492,1824.39653438867
29/01/2005,37.8302238552065,1.32330560592102,0.127450128330508,1544.24491011157,1646.72244639068
30/01/2005,26.6068294935839,1.28753943646057,0.113644632775294,1357.66578558509,1458.80379542535
